-0.8359248 -0.839302 -0.8353648 -0.8473631 -0.8382474 -0.8410637 -0.8372325 -0.8469412 -0.8348079 -0.8302021 -0.8501654 -0.8413576 -0.8412891 -0.8446681 -0.8418164 -0.8560088 -0.8420059 -0.8341391 -0.8388189 -0.8425699 -0.835638 -0.8443061 -0.8348956 -0.8353878 -0.8356413 -0.8388637 -0.845245 -0.8340509 -0.8436118 -0.8407878 -0.844078 -0.8448495 -0.8422892 -0.8498744 -0.8377869 -0.8358158 -0.8370611 -0.8359977 -0.8418141 -0.8454917 -0.8421902 -0.8521638 -0.8386297 -0.8442219 -0.8383557 -0.8504816 -0.8356387 -0.8479387 -0.8452435 -0.8493315
-0.8217201 -0.8208722 -0.8289832 -0.8345662 -0.8273181 -0.8347921 -0.8224418 -0.8268815 -0.812319 -0.8138935 -0.8184516 -0.8274253 -0.8260843 -0.8188101 -0.8228135 -0.8263037 -0.8249349 -0.821329 -0.8214263 -0.8271995 -0.8298677 -0.8319843 -0.8349647 -0.8393659 -0.8378483 -0.8188843 -0.8336606 -0.8246862 -0.8377594 -0.8264431 -0.8338531 -0.817725 -0.8149928 -0.8240362 -0.8243936 -0.8330552 -0.8186455 -0.8350154 -0.8385918 -0.832488 -0.8221906 -0.8315747 -0.8217484 -0.8255334 -0.8336718 -0.8231054 -0.8433796 -0.8293988 -0.8337211 -0.8162894
-0.8193124 -0.7990325 -0.814985 -0.8098234 -0.8155007 -0.8201611 -0.8125403 -0.8237952 -0.8154305 -0.8100126 -0.8255015 -0.8144683 -0.820984 -0.8243655 -0.7934592 -0.8235965 -0.800763 -0.8128067 -0.8078615 -0.804903 -0.8072154 -0.8062544 -0.8099604 -0.8047103 -0.8161769 -0.8115288 -0.8115766 -0.813274 -0.7990516 -0.7943454 -0.8183588 -0.8094424 -0.8103326 -0.7994635 -0.8078283 -0.8088999 -0.8204475 -0.8029821 -0.8084941 -0.8061251 -0.8107159 -0.8009991 -0.8111267 -0.8034582 -0.8137294 -0.8135652 -0.806758 -0.8056052 -0.8166792 -0.8142886
-0.7926572 -0.8056919 -0.7960642 -0.78869 -0.7904588 -0.7758689 -0.8088942 -0.7983378 -0.7907539 -0.7945658 -0.7925669 -0.804562 -0.7819338 -0.7759158 -0.8043643 -0.8006597 -0.807958 -0.7915604 -0.7893393 -0.793 -0.7898751 -0.7982505 -0.7895049 -0.7971196 -0.7867128 -0.7823523 -0.7875388 -0.7917906 -0.791439 -0.7994071 -0.7818319 -0.8037979 -0.7942722 -0.7982365 -0.7844385 -0.7923696 -0.802 -0.785391 -0.7977721 -0.8033257 -0.7992499 -0.7951278 -0.7989493 -0.7975568 -0.7967074 -0.7993025 -0.7945714 -0.7858482 -0.7938029 -0.8031728
-0.7654779 -0.7584285 -0.761335 -0.774616 -0.7800253 -0.7728858 -0.7557277 -0.7601746 -0.7518008 -0.7614496 -0.7612185 -0.7634014 -0.7807628 -0.7604435 -0.7661972 -0.7800008 -0.7600664 -0.7776948 -0.7796885 -0.7741481 -0.7592618 -0.7645335 -0.7531598 -0.7829307 -0.7719186 -0.783551 -0.7846257 -0.7578669 -0.7699193 -0.759575 -0.7508772 -0.7675574 -0.7895807 -0.772848 -0.7806381 -0.7684657 -0.7810031 -0.766378 -0.7636138 -0.7730599 -0.7737915 -0.7678252 -0.7700624 -0.7652781 -0.7861713 -0.7660999 -0.7650082 -0.7594222 -0.7830961 -0.779761
-0.7420659 -0.7380681 -0.7447559 -0.7379136 -0.7504323 -0.7457113 -0.7579583 -0.7357554 -0.7536733 -0.7639661 -0.7375996 -0.7542805 -0.7562602 -0.7315948 -0.756221 -0.7395346 -0.7460509 -0.7571222 -0.746149 -0.7238536 -0.7468606 -0.7383602 -0.7359296 -0.7173013 -0.7644606 -0.754213 -0.7434686 -0.7494364 -0.7533196 -0.7554167 -0.7483805 -0.7219819 -0.7460301 -0.7616807 -0.7215218 -0.7492048 -0.7305408 -0.725319 -0.7500791 -0.7527513 -0.7440149 -0.7568406 -0.7570133 -0.7324763 -0.7392984 -0.7612333 -0.7494835 -0.7473174 -0.739135 -0.7485195
-0.7210432 -0.7280271 -0.7206139 -0.7136265 -0.7034687 -0.7199263 -0.7057708 -0.7202822 -0.7180485 -0.7281144 -0.7305369 -0.715363 -0.7209856 -0.7215863 -0.7181962 -0.7377074 -0.7245553 -0.7282539 -0.7081872 -0.7083393 -0.7118145 -0.7134833 -0.7359285 -0.7367132 -0.7043406 -0.7276425 -0.7000254 -0.7108902 -0.7209217 -0.7169736 -0.7296489 -0.7190877 -0.7337688 -0.729802 -0.7198638 -0.7034965 -0.7204418 -0.7287295 -0.710285 -0.71959 -0.7202917 -0.7085984 -0.7197763 -0.6989022 -0.7024336 -0.7202876 -0.6971626 -0.7292832 -0.7241857 -0.7239154
-0.6942878 -0.6902395 -0.6843157 -0.6755746 -0.7008154 -0.7042044 -0.6843617 -0.6818312 -0.6995762 -0.6708909 -0.6771155 -0.6846028 -0.6655194 -0.7092957 -0.6962614 -0.6801163 -0.6831463 -0.6590448 -0.7037203 -0.6766702 -0.6756902 -0.6918375 -0.7136096 -0.6881062 -0.6750153 -0.7021826 -0.6816682 -0.7010253 -0.6791889 -0.6807673 -0.7034245 -0.7037278 -0.705111 -0.6907611 -0.6909237 -0.6953349 -0.7083203 -0.689021 -0.686907 -0.6749285 -0.7086634 -0.6901055 -0.7080794 -0.6817752 -0.6866062 -0.6805459 -0.6829265 -0.6894642 -0.6779373 -0.6715657
-0.6639199 -0.6255698 -0.6535221 -0.644789 -0.6532083 -0.6555887 -0.6403977 -0.6691437 -0.6415378 -0.6672663 -0.6556835 -0.653454 -0.6672899 -0.6406517 -0.6572872 -0.663745 -0.6572465 -0.6550474 -0.6607366 -0.6620446 -0.659271 -0.6440645 -0.6703207 -0.6416324 -0.6172897 -0.6600019 -0.6488818 -0.6581263 -0.6603891 -0.6699153 -0.6568691 -0.6350709 -0.6562997 -0.6588912 -0.6639545 -0.666786 -0.6699149 -0.6607557 -0.665529 -0.6438483 -0.6574676 -0.6689919 -0.6623992 -0.6527052 -0.6566173 -0.6583593 -0.6511769 -0.6379558 -0.6594442 -0.6820258
-0.6353288 -0.6180889 -0.5917015 -0.6409623 -0.6436344 -0.6211988 -0.6017658 -0.629215 -0.6548945 -0.6174696 -0.6193803 -0.5831997 -0.6025688 -0.6526133 -0.6122204 -0.6147737 -0.6193017 -0.6217721 -0.6114481 -0.6204487 -0.6057826 -0.5918013 -0.6109339 -0.6209552 -0.6334224 -0.6218052 -0.6432323 -0.6004147 -0.6461957 -0.6481719 -0.6356549 -0.6305639 -0.6278123 -0.6012581 -0.6325849 -0.6474889 -0.6303377 -0.6260498 -0.6504053 -0.6334962 -0.6134277 -0.6084916 -0.6377055 -0.6425538 -0.6445947 -0.6719266 -0.6212142 -0.6300969 -0.6287202 -0.6337305
